name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,car_age,brand,model,km_driven_bin
Toyota Etios Liva 1.4 VD,2017,425000,36000,Diesel,Dealer,Manual,First Owner,6,Toyota,Etios Liva 1.4 VD,Low
Hyundai Xcent 1.2 Kappa SX,2016,350000,12000,Petrol,Individual,Manual,First Owner,7,Hyundai,Xcent 1.2 Kappa SX,Low
Honda Amaze VX O iDTEC,2017,550000,12997,Diesel,Dealer,Manual,First Owner,6,Honda,Amaze VX O iDTEC,Low
Maruti Ciaz 1.4 AT Zeta,2017,500000,40000,Petrol,Individual,Automatic,First Owner,6,Maruti,Ciaz 1.4 AT Zeta,Low
Mahindra Scorpio S4 4WD,2015,600000,60000,Diesel,Individual,Manual,First Owner,8,Mahindra,Scorpio S4 4WD,Medium
Mahindra Quanto C8,2013,300000,25000,Diesel,Individual,Manual,Second Owner,10,Mahindra,Quanto C8,Low
Hyundai Verna CRDi 1.6 SX Option,2018,1150000,26430,Diesel,Dealer,Manual,First Owner,5,Hyundai,Verna CRDi 1.6 SX Option,Low
Maruti Swift 1.3 VXI ABS,2015,475000,24600,Petrol,Dealer,Manual,First Owner,8,Maruti,Swift 1.3 VXI ABS,Low
Maruti Wagon R LXI,2011,260000,28481,Petrol,Dealer,Manual,First Owner,12,Maruti,Wagon R LXI,Low
Ford Ecosport 1.0 Ecoboost Titanium Optional,2013,350000,100000,Petrol,Individual,Manual,First Owner,10,Ford,Ecosport 1.0 Ecoboost Titanium Optional,Medium
Mahindra XUV500 W8 2WD,2013,750000,41988,Diesel,Dealer,Manual,First Owner,10,Mahindra,XUV500 W8 2WD,Low
Maruti Wagon R LXI,2009,180000,30375,Petrol,Dealer,Manual,First Owner,14,Maruti,Wagon R LXI,Low
Renault KWID Climber 1.0 AMT BSIV,2017,350000,7658,Petrol,Dealer,Automatic,First Owner,6,Renault,KWID Climber 1.0 AMT BSIV,Low
Maruti Swift Dzire VDI,2017,611000,34400,Diesel,Dealer,Manual,First Owner,6,Maruti,Swift Dzire VDI,Low
Renault KWID RXL BSIV,2017,325000,18500,Petrol,Dealer,Manual,First Owner,6,Renault,KWID RXL BSIV,Low
Hyundai EON 1.0 Era Plus,2012,225000,48000,Petrol,Dealer,Manual,First Owner,11,Hyundai,EON 1.0 Era Plus,Low
Maruti Wagon R AMT VXI,2014,300000,28942,Petrol,Dealer,Automatic,First Owner,9,Maruti,Wagon R AMT VXI,Low
Mahindra Bolero Power Plus SLX,2017,400000,50000,Diesel,Individual,Manual,Second Owner,6,Mahindra,Bolero Power Plus SLX,Low
Mahindra XUV500 W8 2WD,2012,711000,53600,Diesel,Dealer,Manual,First Owner,11,Mahindra,XUV500 W8 2WD,Medium
Toyota Innova 2.5 G (Diesel) 8 Seater,2015,851000,53652,Diesel,Dealer,Manual,First Owner,8,Toyota,Innova 2.5 G (Diesel) 8 Seater,Medium
Maruti Ertiga VXI,2014,500000,25000,Petrol,Individual,Manual,First Owner,9,Maruti,Ertiga VXI,Low
Toyota Innova 2.5 G4 Diesel 8-seater,2007,250000,80000,Diesel,Individual,Manual,Second Owner,16,Toyota,Innova 2.5 G4 Diesel 8-seater,Medium
Maruti Alto 800 VXI,2017,150000,50000,Petrol,Individual,Manual,First Owner,6,Maruti,Alto 800 VXI,Low
Mahindra Scorpio 1.99 S10,2016,610000,15000,Diesel,Individual,Manual,Second Owner,7,Mahindra,Scorpio 1.99 S10,Low
Mahindra KUV 100 G80 K2,2018,450000,5000,Petrol,Individual,Manual,First Owner,5,Mahindra,KUV 100 G80 K2,Low
Hyundai i20 1.4 Asta Option,2017,744000,106000,Diesel,Individual,Manual,First Owner,6,Hyundai,i20 1.4 Asta Option,High
Chevrolet Spark 1.0,2008,120000,100000,Petrol,Individual,Manual,Third Owner,15,Chevrolet,Spark 1.0,Medium
Renault KWID RXL,2016,220000,60000,Petrol,Individual,Manual,Third Owner,7,Renault,KWID RXL,Medium
Maruti Ertiga ZDI,2012,480000,120000,Diesel,Individual,Manual,Fourth & Above Owner,11,Maruti,Ertiga ZDI,High
Maruti Celerio ZXI Optional AMT BSIV,2017,370000,82000,Petrol,Individual,Automatic,First Owner,6,Maruti,Celerio ZXI Optional AMT BSIV,Medium
Fiat Palio D 1.9 EL PS,2003,55000,35000,Diesel,Individual,Manual,Second Owner,20,Fiat,Palio D 1.9 EL PS,Low
Hyundai EON Magna Plus,2013,125000,205000,Petrol,Individual,Manual,First Owner,10,Hyundai,EON Magna Plus,High
Hyundai Verna 1.6 CRDI,2011,260000,125000,Diesel,Individual,Manual,Third Owner,12,Hyundai,Verna 1.6 CRDI,High
Fiat Linea Classic 1.3 Multijet,2015,350000,130000,Diesel,Individual,Manual,First Owner,8,Fiat,Linea Classic 1.3 Multijet,High
Maruti Alto 800 CNG LXI,2012,170000,97000,CNG,Individual,Manual,Second Owner,11,Maruti,Alto 800 CNG LXI,Medium
Hyundai Grand i10 Sportz,2015,350000,90000,Petrol,Individual,Manual,Second Owner,8,Hyundai,Grand i10 Sportz,Medium
Maruti Swift Dzire VXi,2009,250000,60000,Petrol,Individual,Manual,Third Owner,14,Maruti,Swift Dzire VXi,Medium
Tata Indigo CR4,2013,170000,60000,Diesel,Individual,Manual,First Owner,10,Tata,Indigo CR4,Medium
Mahindra Scorpio S11 BSIV,2018,1300000,35000,Diesel,Individual,Manual,First Owner,5,Mahindra,Scorpio S11 BSIV,Low
Hyundai Grand i10 1.2 Kappa Sportz BSIV,2019,550000,25000,Petrol,Individual,Manual,First Owner,4,Hyundai,Grand i10 1.2 Kappa Sportz BSIV,Low
Honda Brio 1.2 S MT,2017,400000,15000,Petrol,Individual,Manual,First Owner,6,Honda,Brio 1.2 S MT,Low
Tata Nano Lx,2011,120000,20000,Petrol,Individual,Manual,First Owner,12,Tata,Nano Lx,Low
Tata Nano Lx,2011,120000,20000,Petrol,Individual,Manual,First Owner,12,Tata,Nano Lx,Low
Ford Figo Petrol Titanium,2010,275000,70000,Petrol,Individual,Manual,First Owner,13,Ford,Figo Petrol Titanium,Medium
Tata Zest Revotron 1.2T XE,2016,285000,90000,Petrol,Individual,Manual,First Owner,7,Tata,Zest Revotron 1.2T XE,Medium
Hyundai Creta 1.4 CRDi Base,2016,900000,80000,Diesel,Individual,Manual,First Owner,7,Hyundai,Creta 1.4 CRDi Base,Medium
Mercedes-Benz M-Class ML 350 CDI,2014,2500000,79500,Diesel,Individual,Automatic,Second Owner,9,Mercedes-Benz,M-Class ML 350 CDI,Medium
Hyundai Verna 1.6 SX CRDi (O),2013,620000,70000,Diesel,Individual,Manual,Second Owner,10,Hyundai,Verna 1.6 SX CRDi (O),Medium
Toyota Innova Crysta 2.4 GX MT 8S BSIV,2018,1700000,5000,Diesel,Individual,Manual,First Owner,5,Toyota,Innova Crysta 2.4 GX MT 8S BSIV,Low
Ford Figo Aspire 1.2 Ti-VCT Titanium Plus,2018,650000,15000,Petrol,Individual,Manual,First Owner,5,Ford,Figo Aspire 1.2 Ti-VCT Titanium Plus,Low
Maruti Ertiga VXI,2014,500000,35000,Petrol,Individual,Manual,First Owner,9,Maruti,Ertiga VXI,Low
Tata New Safari DICOR 2.2 EX 4x4,2009,250000,120000,Diesel,Individual,Manual,Second Owner,14,Tata,New Safari DICOR 2.2 EX 4x4,High
Mahindra Marazzo M4,2018,950000,15000,Diesel,Individual,Manual,Second Owner,5,Mahindra,Marazzo M4,Low
Toyota Etios Cross 1.2L G,2015,320000,60000,Petrol,Individual,Manual,First Owner,8,Toyota,Etios Cross 1.2L G,Medium
Renault Duster 110PS Diesel RxZ,2013,450000,120000,Diesel,Individual,Manual,First Owner,10,Renault,Duster 110PS Diesel RxZ,High
Mahindra KUV 100 mFALCON D75 K8 AW,2016,350000,90000,Diesel,Individual,Manual,First Owner,7,Mahindra,KUV 100 mFALCON D75 K8 AW,Medium
Maruti Swift Dzire VXI,2015,400000,90000,Petrol,Individual,Manual,First Owner,8,Maruti,Swift Dzire VXI,Medium
Maruti Omni MPI STD BSIV,2018,200000,10000,Petrol,Individual,Manual,First Owner,5,Maruti,Omni MPI STD BSIV,Low
Hyundai i20 Asta 1.4 CRDi (Diesel),2009,250000,72000,Diesel,Individual,Manual,Second Owner,14,Hyundai,i20 Asta 1.4 CRDi (Diesel),Medium
Toyota Innova 2.0 GX 8 STR BSIV,2011,550000,197000,Petrol,Individual,Manual,Second Owner,12,Toyota,Innova 2.0 GX 8 STR BSIV,High
Maruti Zen LXI,1999,85000,70000,Petrol,Individual,Manual,Second Owner,24,Maruti,Zen LXI,Medium
Hyundai Santro LP zipPlus,2001,52000,50000,Petrol,Individual,Manual,Third Owner,22,Hyundai,Santro LP zipPlus,Low
Tata Hexa XTA,2017,1200000,50000,Diesel,Individual,Automatic,First Owner,6,Tata,Hexa XTA,Low
Hyundai Verna 1.6 SX VTVT AT,2011,450000,60000,Petrol,Individual,Automatic,Third Owner,12,Hyundai,Verna 1.6 SX VTVT AT,Medium
Maruti Swift Dzire VXI 1.2 BS IV,2018,615000,40000,Petrol,Individual,Manual,First Owner,5,Maruti,Swift Dzire VXI 1.2 BS IV,Low
Maruti SX4 ZDI Leather,2012,400000,60000,Diesel,Individual,Manual,Second Owner,11,Maruti,SX4 ZDI Leather,Medium
Tata Nano LX,2013,60000,40000,Petrol,Individual,Manual,First Owner,10,Tata,Nano LX,Low
Maruti Ignis 1.2 Alpha BSIV,2017,500000,9161,Petrol,Individual,Manual,First Owner,6,Maruti,Ignis 1.2 Alpha BSIV,Low
Honda Mobilio V i VTEC,2015,600000,45000,Petrol,Individual,Manual,First Owner,8,Honda,Mobilio V i VTEC,Low
Hyundai Getz 1.3 GVS,2010,110000,110000,Petrol,Individual,Manual,First Owner,13,Hyundai,Getz 1.3 GVS,High
Hyundai Santro Xing GL Plus,2013,175000,80000,Petrol,Individual,Manual,First Owner,10,Hyundai,Santro Xing GL Plus,Medium
Ford Fiesta Titanium 1.5 TDCi,2011,325000,100000,Diesel,Individual,Manual,Second Owner,12,Ford,Fiesta Titanium 1.5 TDCi,Medium
Maruti Swift Dzire LDI,2017,425000,90000,Diesel,Individual,Manual,First Owner,6,Maruti,Swift Dzire LDI,Medium
Hyundai Accent GLE CNG,2009,160000,70000,CNG,Individual,Manual,Third Owner,14,Hyundai,Accent GLE CNG,Medium
Maruti Zen Estilo LXI BSIII,2007,100000,80000,Petrol,Individual,Manual,Third Owner,16,Maruti,Zen Estilo LXI BSIII,Medium
Maruti Swift Dzire LDI,2014,390000,110000,Diesel,Individual,Manual,Second Owner,9,Maruti,Swift Dzire LDI,High
Hyundai i20 1.2 Spotz,2017,400000,50000,Petrol,Individual,Manual,First Owner,6,Hyundai,i20 1.2 Spotz,Low
Tata Tigor 1.2 Revotron XM,2018,509999,5000,Petrol,Individual,Manual,First Owner,5,Tata,Tigor 1.2 Revotron XM,Low
Hyundai i10 Magna 1.1,2008,150000,90000,Petrol,Individual,Manual,Third Owner,15,Hyundai,i10 Magna 1.1,Medium
Hyundai Santro Xing GLS,2009,110000,120000,Petrol,Individual,Manual,First Owner,14,Hyundai,Santro Xing GLS,High
Nissan Sunny Diesel XV,2013,450000,80000,Diesel,Individual,Manual,First Owner,10,Nissan,Sunny Diesel XV,Medium
Hyundai i20 1.2 Spotz,2017,400000,38000,Petrol,Individual,Manual,Second Owner,6,Hyundai,i20 1.2 Spotz,Low
Hyundai Santro Xing GLS,2009,140000,120000,Petrol,Individual,Manual,First Owner,14,Hyundai,Santro Xing GLS,High
Tata Indigo CR4,2011,130000,90000,Diesel,Individual,Manual,First Owner,12,Tata,Indigo CR4,Medium
Maruti Alto 800 LXI,2017,160000,50000,Petrol,Individual,Manual,First Owner,6,Maruti,Alto 800 LXI,Low
Maruti Alto 800 LXI,2016,150000,60000,Petrol,Individual,Manual,First Owner,7,Maruti,Alto 800 LXI,Medium
Mahindra XUV500 W8 2WD,2013,500000,100000,Diesel,Individual,Manual,Second Owner,10,Mahindra,XUV500 W8 2WD,Medium
Tata Nano Std,2011,40000,19000,Petrol,Individual,Manual,First Owner,12,Tata,Nano Std,Low
Chevrolet Tavera LT L1 7 Seats BSIII,2006,140000,200000,Diesel,Individual,Manual,Third Owner,17,Chevrolet,Tavera LT L1 7 Seats BSIII,High
Mahindra Verito 1.5 D2 BSIV,2015,227000,70000,Diesel,Individual,Manual,Second Owner,8,Mahindra,Verito 1.5 D2 BSIV,Medium
Maruti Swift VDI,2011,285000,50000,Diesel,Individual,Manual,Second Owner,12,Maruti,Swift VDI,Low
Maruti Alto LX,2012,155000,19077,Petrol,Individual,Manual,Second Owner,11,Maruti,Alto LX,Low
Hyundai EON D Lite,2016,210000,30000,Petrol,Individual,Manual,First Owner,7,Hyundai,EON D Lite,Low
Maruti Alto LXi,2009,140000,80000,Petrol,Individual,Manual,Second Owner,14,Maruti,Alto LXi,Medium
Toyota Innova 2.5 GX (Diesel) 7 Seater,2015,940000,128000,Diesel,Individual,Manual,First Owner,8,Toyota,Innova 2.5 GX (Diesel) 7 Seater,High
Nissan Terrano XV Premium 110 PS,2013,750000,80000,Diesel,Individual,Manual,First Owner,10,Nissan,Terrano XV Premium 110 PS,Medium
Maruti Baleno Alpha 1.3,2016,610000,100000,Diesel,Individual,Manual,First Owner,7,Maruti,Baleno Alpha 1.3,Medium
Nissan Sunny XV D Premium Leather,2015,450000,50000,Diesel,Individual,Manual,First Owner,8,Nissan,Sunny XV D Premium Leather,Low
Toyota Etios Liva GD,2012,409999,56000,Diesel,Individual,Manual,First Owner,11,Toyota,Etios Liva GD,Medium
Hyundai EON 1.0 Era Plus,2018,100000,21302,Petrol,Individual,Manual,First Owner,5,Hyundai,EON 1.0 Era Plus,Low
Renault KWID 1.0 RXT Optional,2018,300000,10500,Petrol,Individual,Manual,First Owner,5,Renault,KWID 1.0 RXT Optional,Low
Mahindra Bolero 2011-2019 SLX,2013,400000,107000,Diesel,Individual,Manual,First Owner,10,Mahindra,Bolero 2011-2019 SLX,High
Hyundai i10 Sportz 1.2,2010,210000,60000,Petrol,Individual,Manual,Second Owner,13,Hyundai,i10 Sportz 1.2,Medium
Hyundai Santro Xing XG eRLX Euro III,2006,90000,120000,Petrol,Individual,Manual,Second Owner,17,Hyundai,Santro Xing XG eRLX Euro III,High
Maruti Wagon R LXI BS IV,2010,222000,70000,Petrol,Individual,Manual,First Owner,13,Maruti,Wagon R LXI BS IV,Medium
Maruti Alto 800 LXI,2015,240000,50000,Petrol,Individual,Manual,Second Owner,8,Maruti,Alto 800 LXI,Low
Toyota Etios Liva GD,2013,450000,70000,Diesel,Individual,Manual,Second Owner,10,Toyota,Etios Liva GD,Medium
Renault Duster 85PS Diesel RxL,2013,450000,1000,Diesel,Dealer,Manual,Second Owner,10,Renault,Duster 85PS Diesel RxL,Low
Mercedes-Benz C-Class Progressive C 220d,2018,3800000,10000,Diesel,Dealer,Automatic,First Owner,5,Mercedes-Benz,C-Class Progressive C 220d,Low
Audi A4 3.0 TDI Quattro,2013,1580000,86000,Diesel,Dealer,Automatic,First Owner,10,Audi,A4 3.0 TDI Quattro,Medium
BMW X5 xDrive 30d xLine,2019,4950000,30000,Diesel,Dealer,Automatic,First Owner,4,BMW,X5 xDrive 30d xLine,Low
Hyundai Creta 1.6 CRDi SX,2016,535000,52600,Diesel,Individual,Manual,First Owner,7,Hyundai,Creta 1.6 CRDi SX,Medium
Maruti SX4 Vxi BSIV,2012,225000,110000,Petrol,Individual,Manual,Second Owner,11,Maruti,SX4 Vxi BSIV,High
Hyundai Grand i10 1.2 Kappa Magna AT,2017,550000,19890,Petrol,Dealer,Automatic,First Owner,6,Hyundai,Grand i10 1.2 Kappa Magna AT,Low
Maruti Swift ZXI BSIV,2016,670000,7104,Petrol,Trustmark Dealer,Manual,First Owner,7,Maruti,Swift ZXI BSIV,Low
Maruti Ertiga VXI,2015,625000,11918,Petrol,Trustmark Dealer,Manual,First Owner,8,Maruti,Ertiga VXI,Low
Hyundai Grand i10 Magna AT,2017,520000,10510,Petrol,Dealer,Automatic,First Owner,6,Hyundai,Grand i10 Magna AT,Low
Chevrolet Beat LT Option,2016,239000,41000,Petrol,Dealer,Manual,First Owner,7,Chevrolet,Beat LT Option,Low
Toyota Fortuner 4x2 AT,2017,2600000,47162,Diesel,Trustmark Dealer,Automatic,First Owner,6,Toyota,Fortuner 4x2 AT,Low
Maruti S-Cross Zeta DDiS 200 SH,2015,750000,45974,Diesel,Trustmark Dealer,Manual,First Owner,8,Maruti,S-Cross Zeta DDiS 200 SH,Low
Hyundai i10 Magna,2012,229999,49824,Petrol,Dealer,Manual,First Owner,11,Hyundai,i10 Magna,Low
Audi A6 2.0 TDI Premium Plus,2013,1300000,58500,Diesel,Dealer,Automatic,First Owner,10,Audi,A6 2.0 TDI Premium Plus,Medium
Hyundai Santro GS,2005,80000,56580,Petrol,Dealer,Manual,First Owner,18,Hyundai,Santro GS,Medium
Skoda Laura Ambiente 2.0 TDI CR MT,2012,385000,52000,Diesel,Dealer,Manual,First Owner,11,Skoda,Laura Ambiente 2.0 TDI CR MT,Medium
Hyundai Verna 1.6 VTVT SX,2015,760000,55340,Petrol,Trustmark Dealer,Manual,First Owner,8,Hyundai,Verna 1.6 VTVT SX,Medium
Maruti Swift Dzire VDI,2017,600000,46507,Diesel,Trustmark Dealer,Manual,First Owner,6,Maruti,Swift Dzire VDI,Low
Renault Duster 85PS Diesel RxL,2013,450000,1000,Diesel,Dealer,Manual,Second Owner,10,Renault,Duster 85PS Diesel RxL,Low
Mercedes-Benz C-Class Progressive C 220d,2018,3800000,10000,Diesel,Dealer,Automatic,First Owner,5,Mercedes-Benz,C-Class Progressive C 220d,Low
Audi A4 3.0 TDI Quattro,2013,1580000,86000,Diesel,Dealer,Automatic,First Owner,10,Audi,A4 3.0 TDI Quattro,Medium
BMW X5 xDrive 30d xLine,2019,4950000,30000,Diesel,Dealer,Automatic,First Owner,4,BMW,X5 xDrive 30d xLine,Low
Hyundai Creta 1.6 CRDi SX,2016,535000,52600,Diesel,Individual,Manual,First Owner,7,Hyundai,Creta 1.6 CRDi SX,Medium
Maruti SX4 Vxi BSIV,2012,225000,110000,Petrol,Individual,Manual,Second Owner,11,Maruti,SX4 Vxi BSIV,High
Hyundai Grand i10 1.2 Kappa Magna AT,2017,550000,19890,Petrol,Dealer,Automatic,First Owner,6,Hyundai,Grand i10 1.2 Kappa Magna AT,Low
Maruti Swift ZXI BSIV,2016,670000,7104,Petrol,Trustmark Dealer,Manual,First Owner,7,Maruti,Swift ZXI BSIV,Low
Maruti Ertiga VXI,2015,625000,11918,Petrol,Trustmark Dealer,Manual,First Owner,8,Maruti,Ertiga VXI,Low
Hyundai Grand i10 Magna AT,2017,520000,10510,Petrol,Dealer,Automatic,First Owner,6,Hyundai,Grand i10 Magna AT,Low
Chevrolet Beat LT Option,2016,239000,41000,Petrol,Dealer,Manual,First Owner,7,Chevrolet,Beat LT Option,Low
Toyota Fortuner 4x2 AT,2017,2600000,47162,Diesel,Trustmark Dealer,Automatic,First Owner,6,Toyota,Fortuner 4x2 AT,Low
Maruti S-Cross Zeta DDiS 200 SH,2015,750000,45974,Diesel,Trustmark Dealer,Manual,First Owner,8,Maruti,S-Cross Zeta DDiS 200 SH,Low
Hyundai i10 Magna,2012,229999,49824,Petrol,Dealer,Manual,First Owner,11,Hyundai,i10 Magna,Low
Audi A6 2.0 TDI Premium Plus,2013,1300000,58500,Diesel,Dealer,Automatic,First Owner,10,Audi,A6 2.0 TDI Premium Plus,Medium
Hyundai Santro GS,2005,80000,56580,Petrol,Dealer,Manual,First Owner,18,Hyundai,Santro GS,Medium
Skoda Laura Ambiente 2.0 TDI CR MT,2012,385000,52000,Diesel,Dealer,Manual,First Owner,11,Skoda,Laura Ambiente 2.0 TDI CR MT,Medium
Hyundai Verna 1.6 VTVT SX,2015,760000,55340,Petrol,Trustmark Dealer,Manual,First Owner,8,Hyundai,Verna 1.6 VTVT SX,Medium
Maruti Swift Dzire VDI,2017,600000,46507,Diesel,Trustmark Dealer,Manual,First Owner,6,Maruti,Swift Dzire VDI,Low
Volkswagen Jetta 2.0L TDI Highline AT,2012,735000,55300,Diesel,Dealer,Automatic,First Owner,11,Volkswagen,Jetta 2.0L TDI Highline AT,Medium
Tata Indica Vista Quadrajet 90 VX,2012,285000,74300,Diesel,Dealer,Manual,First Owner,11,Tata,Indica Vista Quadrajet 90 VX,Medium
Honda City VX MT,2010,350000,48781,Petrol,Dealer,Manual,First Owner,13,Honda,City VX MT,Low
Volkswagen Jetta 1.9 Highline TDI,2010,290000,87620,Diesel,Dealer,Automatic,First Owner,13,Volkswagen,Jetta 1.9 Highline TDI,Medium
Volkswagen Vento 1.5 TDI Highline Plus AT,2017,890000,40219,Diesel,Dealer,Automatic,First Owner,6,Volkswagen,Vento 1.5 TDI Highline Plus AT,Low
Honda Jazz VX,2011,385000,11473,Petrol,Dealer,Manual,First Owner,12,Honda,Jazz VX,Low
Maruti Eeco 5 Seater AC BSIV,2017,425000,8352,Petrol,Dealer,Manual,First Owner,6,Maruti,Eeco 5 Seater AC BSIV,Low
Maruti Wagon R VXI AMT1.2BSIV,2017,525000,9745,Petrol,Dealer,Automatic,First Owner,6,Maruti,Wagon R VXI AMT1.2BSIV,Low
Hyundai Grand i10 Asta,2017,550000,9748,Petrol,Dealer,Manual,First Owner,6,Hyundai,Grand i10 Asta,Low
Volkswagen Polo 1.0 MPI Trendline,2012,271000,49000,Petrol,Dealer,Manual,First Owner,11,Volkswagen,Polo 1.0 MPI Trendline,Low
Hyundai Creta 1.6 CRDi SX Option,2018,1490000,20694,Diesel,Dealer,Manual,First Owner,5,Hyundai,Creta 1.6 CRDi SX Option,Low
Hyundai Grand i10 Asta Option,2015,490000,31080,Petrol,Dealer,Manual,First Owner,8,Hyundai,Grand i10 Asta Option,Low
Hyundai EON Era Plus,2014,260000,37605,Petrol,Dealer,Manual,First Owner,9,Hyundai,EON Era Plus,Low
Hyundai Xcent 1.1 CRDi SX Option,2014,455000,55850,Diesel,Dealer,Manual,First Owner,9,Hyundai,Xcent 1.1 CRDi SX Option,Medium
Tata Nano Lx BSIV,2010,75000,58850,Petrol,Dealer,Manual,First Owner,13,Tata,Nano Lx BSIV,Medium
Toyota Etios Cross 1.2L G,2015,421000,23839,Petrol,Dealer,Manual,First Owner,8,Toyota,Etios Cross 1.2L G,Low
Maruti Swift DDiS LDI,2016,550000,54000,Diesel,Dealer,Manual,First Owner,7,Maruti,Swift DDiS LDI,Medium
Hyundai i10 Sportz 1.2 AT,2013,330000,38000,Petrol,Dealer,Automatic,First Owner,10,Hyundai,i10 Sportz 1.2 AT,Low
Volkswagen Vento 1.5 TDI Comfortline,2012,390000,45454,Diesel,Dealer,Manual,First Owner,11,Volkswagen,Vento 1.5 TDI Comfortline,Low
Skoda Rapid 1.5 TDI AT Ambition,2015,599000,46957,Diesel,Dealer,Automatic,First Owner,8,Skoda,Rapid 1.5 TDI AT Ambition,Low
Hyundai Getz GLE,2007,110000,60000,Petrol,Individual,Manual,Fourth & Above Owner,16,Hyundai,Getz GLE,Medium
Renault KWID RXT Optional,2016,250000,25000,Petrol,Individual,Manual,First Owner,7,Renault,KWID RXT Optional,Low
Mahindra Scorpio M2DI,2012,600000,110000,Diesel,Individual,Manual,Fourth & Above Owner,11,Mahindra,Scorpio M2DI,High
Ford Endeavour XLT TDCi 4X2,2008,280000,190000,Diesel,Individual,Manual,Second Owner,15,Ford,Endeavour XLT TDCi 4X2,High
Audi Q3 35 TDI Quattro Technology,2018,2700000,25000,Diesel,Individual,Automatic,First Owner,5,Audi,Q3 35 TDI Quattro Technology,Low
Mahindra Renault Logan 1.4 GLX Petrol,2008,80000,90000,Petrol,Individual,Manual,First Owner,15,Mahindra,Renault Logan 1.4 GLX Petrol,Medium
Maruti Alto K10 VXI,2019,350000,5000,Petrol,Individual,Manual,First Owner,4,Maruti,Alto K10 VXI,Low
Maruti Swift VDI BSIV,2015,475000,60000,Diesel,Individual,Manual,First Owner,8,Maruti,Swift VDI BSIV,Medium
Audi A5 Sportback,2020,4700000,1500,Diesel,Individual,Automatic,First Owner,3,Audi,A5 Sportback,Low
Maruti Swift Dzire VDI,2018,500000,50000,Diesel,Individual,Manual,First Owner,5,Maruti,Swift Dzire VDI,Low
Chevrolet Sail Hatchback 1.3 TCDi LT ABS,2014,250000,120000,Diesel,Individual,Manual,First Owner,9,Chevrolet,Sail Hatchback 1.3 TCDi LT ABS,High
Hyundai Accent CRDi,2005,100000,120000,Diesel,Individual,Manual,Second Owner,18,Hyundai,Accent CRDi,High
Maruti Alto K10 VXI Airbag,2019,350000,5000,Petrol,Individual,Manual,First Owner,4,Maruti,Alto K10 VXI Airbag,Low
BMW 7 Series Signature 730Ld,2014,4000000,47000,Diesel,Individual,Automatic,First Owner,9,BMW,7 Series Signature 730Ld,Low
Toyota Camry 2.5 Hybrid,2017,1900000,20000,Petrol,Individual,Automatic,First Owner,6,Toyota,Camry 2.5 Hybrid,Low
Hyundai Santro Xing XG,2005,95000,120000,Petrol,Individual,Manual,Second Owner,18,Hyundai,Santro Xing XG,High
Hyundai Grand i10 CRDi Sportz,2015,409999,58000,Diesel,Individual,Manual,First Owner,8,Hyundai,Grand i10 CRDi Sportz,Medium
Mahindra XUV500 W5 BSIV,2018,1050000,35000,Diesel,Individual,Manual,First Owner,5,Mahindra,XUV500 W5 BSIV,Low
Maruti Alto K10 VXI,2017,320000,30000,Petrol,Individual,Manual,First Owner,6,Maruti,Alto K10 VXI,Low
Mahindra XUV300 W8 Option Diesel BSIV,2019,1000000,10000,Diesel,Individual,Manual,First Owner,4,Mahindra,XUV300 W8 Option Diesel BSIV,Low
Toyota Innova Crysta 2.4 VX MT BSIV,2017,1770000,25000,Diesel,Individual,Manual,First Owner,6,Toyota,Innova Crysta 2.4 VX MT BSIV,Low
Mahindra Thar CRDe,2018,950000,20000,Diesel,Individual,Manual,First Owner,5,Mahindra,Thar CRDe,Low
Maruti Swift Dzire ZDI,2018,750000,50000,Diesel,Individual,Manual,First Owner,5,Maruti,Swift Dzire ZDI,Low
Hyundai EON Magna Plus,2014,220000,42000,Petrol,Individual,Manual,First Owner,9,Hyundai,EON Magna Plus,Low
Tata Hexa XM,2017,1000000,50000,Diesel,Individual,Manual,First Owner,6,Tata,Hexa XM,Low
Honda Mobilio E i DTEC,2017,660000,116000,Diesel,Individual,Manual,First Owner,6,Honda,Mobilio E i DTEC,High
Maruti Ertiga ZDI,2015,716000,100000,Diesel,Individual,Manual,First Owner,8,Maruti,Ertiga ZDI,Medium
Maruti Ciaz ZXi Plus,2015,675000,66000,Petrol,Individual,Manual,First Owner,8,Maruti,Ciaz ZXi Plus,Medium
Mahindra Scorpio LX,2010,385000,110000,Diesel,Individual,Manual,Third Owner,13,Mahindra,Scorpio LX,High
